"","GAME_ID","PLAYER_ID","PLAYER_NAME","PERIOD","MINUTES_REMAINING","SECONDS_REMAINING","EVENT_TYPE","ACTION_TYPE","SHOT_TYPE","SHOT_ZONE_BASIC","SHOT_ZONE_AREA","SHOT_ZONE_RANGE","SHOT_DISTANCE","LOC_X","LOC_Y","SHOT_ATTEMPTED_FLAG","SHOT_MADE_FLAG"
"6698","0021600217","202738","Isaiah Thomas","3",4,11,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-17,-1,"1","0"
"6699","0021600217","202738","Isaiah Thomas","3",2,36,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,209,144,"1","1"
"6700","0021600217","202738","Isaiah Thomas","3",2,2,"Missed Shot","Pullup Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",13,-61,115,"1","0"
"6701","0021600217","202738","Isaiah Thomas","3",1,5,"Made Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",24,241,-6,"1","1"
"6702","0021600217","202738","Isaiah Thomas","4",4,14,"Made Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,238,-10,"1","1"
"6703","0021600217","202738","Isaiah Thomas","4",2,51,"Missed Shot","Turnaround Fadeaway shot","2PT Field Goal","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",10,-78,72,"1","0"
"6704","0021600225","202738","Isaiah Thomas","1",8,52,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-11,2,"1","1"
"6705","0021600225","202738","Isaiah Thomas","1",3,50,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-19,8,"1","0"
"6706","0021600225","202738","Isaiah Thomas","1",2,50,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,60,247,"1","0"
"6707","0021600225","202738","Isaiah Thomas","1",0,54,"Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",17,179,-6,"1","1"
"6708","0021600225","202738","Isaiah Thomas","2",4,51,"Missed Shot","Driving Bank shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,-65,26,"1","0"
"6709","0021600225","202738","Isaiah Thomas","2",2,13,"Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",19,-78,174,"1","1"
"6710","0021600225","202738","Isaiah Thomas","2",1,16,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-16,252,"1","0"
"6711","0021600225","202738","Isaiah Thomas","3",11,33,"Missed Shot","Driving Hook Shot","2PT Field Goal","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",8,-66,46,"1","0"
"6712","0021600225","202738","Isaiah Thomas","3",9,22,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,76,242,"1","1"
"6713","0021600225","202738","Isaiah Thomas","3",6,30,"Missed Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,230,43,"1","0"
"6714","0021600225","202738","Isaiah Thomas","3",2,39,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,-53,244,"1","0"
"6715","0021600225","202738","Isaiah Thomas","3",2,10,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-225,121,"1","1"
"6716","0021600225","202738","Isaiah Thomas","3",1,46,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-24,2,"1","0"
"6717","0021600225","202738","Isaiah Thomas","3",1,31,"Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-6,7,"1","1"
"6718","0021600225","202738","Isaiah Thomas","3",0,38,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,58,242,"1","0"
"6719","0021600225","202738","Isaiah Thomas","4",5,4,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,12,7,"1","1"
"6720","0021600225","202738","Isaiah Thomas","4",4,21,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-22,11,"1","0"
"6721","0021600225","202738","Isaiah Thomas","4",3,37,"Missed Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,-1,"1","0"
"6722","0021600225","202738","Isaiah Thomas","4",1,32,"Made Shot","Driving Bank shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,-74,18,"1","1"
"6723","0021600225","202738","Isaiah Thomas","4",1,0,"Made Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,236,16,"1","1"
"6724","0021600225","202738","Isaiah Thomas","4",0,12,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,195,154,"1","0"
"6725","0021600256","202738","Isaiah Thomas","1",10,7,"Made Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",19,27,190,"1","1"
"6726","0021600256","202738","Isaiah Thomas","1",8,39,"Made Shot","Driving Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,22,7,"1","1"
"6727","0021600256","202738","Isaiah Thomas","1",7,15,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-34,13,"1","0"
"6728","0021600256","202738","Isaiah Thomas","1",6,35,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,171,193,"1","0"
"6729","0021600256","202738","Isaiah Thomas","1",5,1,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",24,-119,219,"1","0"
"6730","0021600256","202738","Isaiah Thomas","1",2,12,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-16,7,"1","0"
"6731","0021600256","202738","Isaiah Thomas","2",5,5,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,158,193,"1","0"
"6732","0021600256","202738","Isaiah Thomas","2",3,29,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-155,198,"1","0"
"6733","0021600256","202738","Isaiah Thomas","2",2,23,"Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",23,-233,-1,"1","0"
"6734","0021600256","202738","Isaiah Thomas","3",9,10,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-2,16,"1","0"
"6735","0021600256","202738","Isaiah Thomas","3",9,4,"Made Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,238,21,"1","1"
"6736","0021600256","202738","Isaiah Thomas","3",7,38,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,19,11,"1","0"
"6737","0021600256","202738","Isaiah Thomas","3",6,17,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,0,7,"1","0"
"6738","0021600256","202738","Isaiah Thomas","3",5,47,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,4,16,"1","0"
"6739","0021600256","202738","Isaiah Thomas","3",4,30,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,158,195,"1","0"
"6740","0021600256","202738","Isaiah Thomas","3",3,49,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-160,198,"1","1"
"6741","0021600256","202738","Isaiah Thomas","3",3,7,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,17,13,"1","1"
"6742","0021600256","202738","Isaiah Thomas","3",2,33,"Made Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",8,-55,61,"1","1"
"6743","0021600256","202738","Isaiah Thomas","3",2,6,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",16,50,154,"1","0"
"6744","0021600256","202738","Isaiah Thomas","3",0,33,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-181,175,"1","0"
"6745","0021600256","202738","Isaiah Thomas","4",6,22,"Missed Shot","Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-12,11,"1","0"
"6746","0021600256","202738","Isaiah Thomas","4",2,1,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,12,16,"1","1"
"6747","0021600256","202738","Isaiah Thomas","4",1,26,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,94,237,"1","0"
"6748","0021600267","202738","Isaiah Thomas","1",10,45,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-76,239,"1","0"
"6749","0021600267","202738","Isaiah Thomas","1",9,20,"Made Shot","Driving Floating Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",17,79,154,"1","1"
"6750","0021600267","202738","Isaiah Thomas","1",7,18,"Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side(L)","16-24 ft.",20,-174,110,"1","1"
"6751","0021600267","202738","Isaiah Thomas","1",6,19,"Missed Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1,13,"1","0"
"6752","0021600267","202738","Isaiah Thomas","1",6,8,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-174,190,"1","0"
"6753","0021600267","202738","Isaiah Thomas","1",5,33,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-14,3,"1","1"
"6754","0021600267","202738","Isaiah Thomas","2",3,25,"Made Shot","Driving Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,14,7,"1","1"
"6755","0021600267","202738","Isaiah Thomas","2",3,6,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,78,237,"1","1"
"6756","0021600267","202738","Isaiah Thomas","2",2,31,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",24,-47,242,"1","1"
"6757","0021600267","202738","Isaiah Thomas","2",0,33,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-117,223,"1","0"
"6758","0021600267","202738","Isaiah Thomas","2",0,1,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-16,2,"1","0"
"6759","0021600267","202738","Isaiah Thomas","3",9,39,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-22,0,"1","0"
"6760","0021600267","202738","Isaiah Thomas","3",7,46,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,20,0,"1","1"
"6761","0021600267","202738","Isaiah Thomas","3",7,7,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-115,223,"1","1"
"6762","0021600267","202738","Isaiah Thomas","3",6,4,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,14,11,"1","1"
"6763","0021600267","202738","Isaiah Thomas","3",2,24,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-24,8,"1","1"
"6764","0021600267","202738","Isaiah Thomas","3",1,48,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,176,170,"1","0"
"6765","0021600267","202738","Isaiah Thomas","3",0,2,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,20,7,"1","0"
"6766","0021600267","202738","Isaiah Thomas","4",3,18,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,12,7,"1","0"
"6767","0021600267","202738","Isaiah Thomas","4",2,49,"Missed Shot","Driving Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,22,2,"1","0"
"6768","0021600283","202738","Isaiah Thomas","1",11,27,"Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",24,-241,2,"1","0"
"6769","0021600283","202738","Isaiah Thomas","1",9,20,"Made Shot","Running Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-4,2,"1","1"
"6770","0021600283","202738","Isaiah Thomas","1",6,50,"Missed Shot","Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Left Side(L)","8-16 ft.",8,-58,56,"1","0"
"6771","0021600283","202738","Isaiah Thomas","1",6,46,"Made Shot","Jump Shot","2PT Field Goal","Mid-Range","Center(C)","16-24 ft.",19,51,193,"1","1"
"6772","0021600283","202738","Isaiah Thomas","1",2,36,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",26,-138,223,"1","0"
"6773","0021600283","202738","Isaiah Thomas","1",1,22,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-16,11,"1","0"
"6774","0021600283","202738","Isaiah Thomas","2",2,0,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-22,7,"1","1"
"6775","0021600283","202738","Isaiah Thomas","2",1,3,"Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,-19,41,"1","0"
"6776","0021600283","202738","Isaiah Thomas","2",0,59,"Missed Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",22,228,16,"1","0"
"6777","0021600283","202738","Isaiah Thomas","2",0,55,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",15,146,57,"1","0"
"6778","0021600283","202738","Isaiah Thomas","2",0,25,"Missed Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-24,11,"1","0"
"6779","0021600283","202738","Isaiah Thomas","3",11,17,"Missed Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,22,7,"1","0"
"6780","0021600283","202738","Isaiah Thomas","3",9,14,"Made Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-9,3,"1","1"
"6781","0021600283","202738","Isaiah Thomas","3",8,25,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,181,183,"1","0"
"6782","0021600283","202738","Isaiah Thomas","3",4,47,"Made Shot","Driving Floating Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",11,12,110,"1","1"
"6783","0021600283","202738","Isaiah Thomas","4",6,33,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-14,3,"1","1"
"6784","0021600283","202738","Isaiah Thomas","4",5,59,"Missed Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-4,11,"1","0"
"6785","0021600283","202738","Isaiah Thomas","4",5,25,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",27,78,259,"1","0"
"6786","0021600283","202738","Isaiah Thomas","4",2,8,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-24,7,"1","0"
"6787","0021600283","202738","Isaiah Thomas","4",1,33,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,25,2,"1","0"
"6788","0021600283","202738","Isaiah Thomas","4",0,15,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",19,-132,149,"1","0"
"6789","0021600294","202738","Isaiah Thomas","1",10,26,"Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",15,-138,75,"1","0"
"6790","0021600294","202738","Isaiah Thomas","1",7,2,"Made Shot","Pullup Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",10,-6,105,"1","1"
"6791","0021600294","202738","Isaiah Thomas","1",6,15,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,22,7,"1","0"
"6792","0021600294","202738","Isaiah Thomas","1",4,2,"Made Shot","Driving Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-7,-1,"1","1"
"6793","0021600294","202738","Isaiah Thomas","1",2,44,"Made Shot","Cutting Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-27,-5,"1","1"
"6794","0021600294","202738","Isaiah Thomas","2",6,13,"Made Shot","Step Back Jump shot","2PT Field Goal","Mid-Range","Right Side(R)","8-16 ft.",15,153,0,"1","1"
"6795","0021600294","202738","Isaiah Thomas","2",4,12,"Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",21,-112,183,"1","1"
"6796","0021600294","202738","Isaiah Thomas","2",1,54,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,169,188,"1","1"
"6797","0021600294","202738","Isaiah Thomas","2",1,25,"Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,-14,41,"1","0"
"6798","0021600294","202738","Isaiah Thomas","3",6,53,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-12,2,"1","1"
"6799","0021600294","202738","Isaiah Thomas","3",6,36,"Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","8-16 ft.",8,-9,82,"1","0"
"6800","0021600294","202738","Isaiah Thomas","3",6,23,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,22,2,"1","0"
"6801","0021600294","202738","Isaiah Thomas","4",7,28,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-45,249,"1","0"
"6802","0021600294","202738","Isaiah Thomas","4",4,14,"Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side(L)","8-16 ft.",15,-137,82,"1","1"
"6803","0021600294","202738","Isaiah Thomas","4",3,38,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,-6,257,"1","1"
"6804","0021600294","202738","Isaiah Thomas","4",2,41,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-20,3,"1","0"
"6805","0021600294","202738","Isaiah Thomas","4",1,31,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-29,7,"1","1"
"6806","0021600294","202738","Isaiah Thomas","4",0,59,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,19,3,"1","0"
"6807","0021600294","202738","Isaiah Thomas","4",0,30,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-12,21,"1","1"
"6808","0021600311","202738","Isaiah Thomas","1",10,54,"Made Shot","Jump Shot","3PT Field Goal","Right Corner 3","Right Side(R)","24+ ft.",23,230,31,"1","1"
"6809","0021600311","202738","Isaiah Thomas","1",9,31,"Missed Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Left Side Center(LC)","16-24 ft.",17,-99,144,"1","0"
"6810","0021600311","202738","Isaiah Thomas","1",7,21,"Made Shot","Running Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-1,21,"1","1"
"6811","0021600311","202738","Isaiah Thomas","1",4,47,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Left Side Center(LC)","24+ ft.",25,-101,232,"1","0"
"6812","0021600311","202738","Isaiah Thomas","2",4,11,"Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",7,-70,18,"1","0"
"6813","0021600311","202738","Isaiah Thomas","2",4,5,"Made Shot","Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-4,31,"1","1"
"6814","0021600311","202738","Isaiah Thomas","2",0,59,"Missed Shot","Jump Shot","2PT Field Goal","Mid-Range","Right Side Center(RC)","16-24 ft.",16,117,115,"1","0"
"6815","0021600311","202738","Isaiah Thomas","2",0,31,"Made Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,156,198,"1","1"
"6816","0021600311","202738","Isaiah Thomas","2",0,1,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,89,237,"1","0"
"6817","0021600311","202738","Isaiah Thomas","3",11,14,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,199,159,"1","1"
"6818","0021600311","202738","Isaiah Thomas","3",10,46,"Missed Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-1,16,"1","0"
"6819","0021600311","202738","Isaiah Thomas","3",8,45,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-17,16,"1","1"
"6820","0021600311","202738","Isaiah Thomas","3",5,55,"Missed Shot","Running Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-3,9,"1","0"
"6821","0021600311","202738","Isaiah Thomas","3",4,22,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,199,154,"1","0"
"6822","0021600311","202738","Isaiah Thomas","3",4,3,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,2,21,"1","0"
"6823","0021600311","202738","Isaiah Thomas","4",5,0,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,-20,16,"1","1"
"6824","0021600311","202738","Isaiah Thomas","4",4,21,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",24,123,213,"1","0"
"6825","0021600311","202738","Isaiah Thomas","4",1,47,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-24,31,"1","0"
"6826","0021600311","202738","Isaiah Thomas","4",0,7,"Missed Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-24,21,"1","0"
"6827","0021600391","202738","Isaiah Thomas","1",10,12,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Center(C)","24+ ft.",25,15,252,"1","0"
"6828","0021600391","202738","Isaiah Thomas","1",9,44,"Missed Shot","Jump Shot","3PT Field Goal","Left Corner 3","Left Side(L)","24+ ft.",23,-230,-10,"1","0"
"6829","0021600391","202738","Isaiah Thomas","1",9,15,"Missed Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-6,2,"1","0"
"6830","0021600391","202738","Isaiah Thomas","1",7,53,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,9,2,"1","1"
"6831","0021600391","202738","Isaiah Thomas","1",5,43,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-17,8,"1","1"
"6832","0021600391","202738","Isaiah Thomas","1",4,47,"Missed Shot","Floating Jump shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",6,-43,51,"1","0"
"6833","0021600391","202738","Isaiah Thomas","1",4,20,"Made Shot","Driving Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,-6,-10,"1","1"
"6834","0021600391","202738","Isaiah Thomas","2",6,0,"Missed Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,22,7,"1","0"
"6835","0021600391","202738","Isaiah Thomas","2",5,28,"Missed Shot","Driving Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",1,17,2,"1","0"
"6836","0021600391","202738","Isaiah Thomas","2",3,17,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,-1,2,"1","1"
"6837","0021600391","202738","Isaiah Thomas","2",2,47,"Missed Shot","Driving Reverse Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,37,4,"1","0"
"6838","0021600391","202738","Isaiah Thomas","3",10,59,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,137,223,"1","1"
"6839","0021600391","202738","Isaiah Thomas","3",9,20,"Made Shot","Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",0,6,4,"1","1"
"6840","0021600391","202738","Isaiah Thomas","3",8,5,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","In The Paint (Non-RA)","Center(C)","Less Than 8 ft.",4,-42,8,"1","1"
"6841","0021600391","202738","Isaiah Thomas","3",6,25,"Made Shot","Driving Finger Roll Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-30,2,"1","1"
"6842","0021600391","202738","Isaiah Thomas","4",11,43,"Missed Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,186,185,"1","0"
"6843","0021600391","202738","Isaiah Thomas","4",8,14,"Missed Shot","Pullup Jump shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",26,177,203,"1","0"
"6844","0021600391","202738","Isaiah Thomas","4",4,52,"Made Shot","Jump Shot","3PT Field Goal","Above the Break 3","Right Side Center(RC)","24+ ft.",25,199,154,"1","1"
"6845","0021600391","202738","Isaiah Thomas","4",3,53,"Missed Shot","Jump Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",3,-29,21,"1","0"
"6846","0021600391","202738","Isaiah Thomas","4",2,3,"Missed Shot","Cutting Layup Shot","2PT Field Goal","Restricted Area","Center(C)","Less Than 8 ft.",2,25,7,"1","0"
"6847","0021600410","202738","Isaiah Thomas","1",10,10,"Missed Shot","Jump Shot","2PT Field Goal","In The Paint (Non-RA)","Right Side(R)","8-16 ft.",8,68,56,"1","0"
"6848","0021600410","202738","Isaiah Thomas","1",8,35,"Made Shot","Pullup Jump shot","2PT Field Goal","Mid-Range","Right Side(R)","16-24 ft.",16,143,87,"1","1"
